"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-12","7.61",,"0.00",,"0.0","0.0","40","52","31",,"   20","   60","15.0","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-13","5.82",,"0.07",,"0.0","0.0","39","48","27",,"  160","  150","17.0","21.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-14","12.97",,"0.01",,"0.0","0.0","37","40","28",,"  330","  330","19.9","27.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-15","8.05",,"0.00",,"0.0","0.0","31","41","23",,"   10","   10","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-16","2.68",,"0.00",,"0.0","0.0","34","51","21",,"  300","  280","8.9","12.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-17","8.72",,"0.34",,"0.0","0.0","50","64","43",,"  210","  210","21.0","28.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-18","9.84",,"0.15",,"0.0","0.0","60","67","39",,"  350","  330","19.9","25.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-19","4.03",,"0.00",,"0.0","0.0","47","61","34",,"   60","   70","12.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-20","8.50",,"0.18",,"0.0","0.0","60","84","44",,"   10","  360","28.0","38.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-21","6.26",,"0.18",,"0.0","0.0","67","79","55",,"  330","  320","31.1","45.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-22","13.20",,"0.00",,"0.0","0.0","54","59","43",,"   40","  350","21.9","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-23","7.38",,"0.00",,"0.0","0.0","50","72","38",,"  170","  180","18.1","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-24","14.32",,"0.00",,"0.0","0.0","66","75","59",,"  190","  180","23.9","31.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-25","15.21",,"0.15",,"0.0","0.0","68","76","58",,"  190","  180","33.1","42.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-26","9.40",,"0.04",,"0.0","0.0","63","75","57",,"  190","  210","21.9","28.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-27","8.72",,"0.15",,"0.0","0.0","66","78","57",,"  180","  220","25.1","34.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-28","6.71",,"0.00",,"0.0","0.0","62","74","55",,"  360","  300","14.1","19.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-29","5.37",,"0.00",,"0.0","0.0","64","82","50",,"  150","  150","15.0","19.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-30","12.97",,"0.14",,"0.0","0.0","73","80","55",,"  200","  210","29.1","36.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-03-31","8.50",,"0.01",,"0.0","0.0","59","64","52",,"  280","  280","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-01","7.61",,"0.00",,"0.0","0.0","53","60","47",,"   40","   30","14.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-02","5.82",,"0.00",,"0.0","0.0","57","82","43",,"  110","   70","14.1","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-03","13.20",,"0.23",,"0.0","0.0","67","74","60",,"  140","  130","25.1","34.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-04","6.93",,"0.00",,"0.0","0.0","68","81","56",,"  270","  290","18.1","27.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-05","12.75",,"0.00",,"0.0","0.0","70","84","49",,"  190","  240","30.0","45.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-06","14.54",,"0.01",,"0.0","0.0","52","60","43",,"  320","  340","25.9","36.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-07","9.62",,"0.00",,"0.0","0.0","54","64","43",,"  340","  330","21.0","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-08","4.70",,"0.00",,"0.0","0.0","54","72","37",,"  170","  130","10.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-09","10.96",,"0.00",,"0.0","0.0","62","81","45",,"  180","  180","23.0","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-10","12.30",,"0.00",,"0.0","0.0","71","81","58",,"  200","  190","23.9","38.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-11","7.16",,"0.20",,"0.0","0.0","69","81","57",,"  310","  200","19.9","23.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-12","5.59",,"0.00",,"0.0","0.0","65","79","54",,"  360","  360","13.0","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-13","2.91",,"0.00",,"0.0","0.0","67","86","48",,"   10","   10","12.1","13.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-14","4.70",,"0.00",,"0.0","0.0","71","89","54",,"  160","  170","13.0","18.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-15","9.40",,"0.00",,"0.0","0.0","74","86","60",,"  170","  200","21.9","29.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-16","9.40",,"0.14",,"0.0","0.0","74","85","66",,"  200","  190","23.0","30.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-17","5.59",,"0.38",,"0.0","0.0","70","79","63",,"  350","  360","17.0","21.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-18","6.93",,"1.40",,"0.0","0.0","67","78","63",,"  190","  190","32.0","52.1","    1",,"    1",,"    1",,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-19","7.83",,"0.00",,"0.0","0.0","70","83","61",,"  200","  200","17.0","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-20","8.05",,"0.08",,"0.0","0.0","73","85","61",,"  290","  300","23.0","34.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-21","5.37",,"0.76",,"0.0","0.0","70","74","59",,"  360","  330","18.1","25.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-22","10.07",,"2.67",,"0.0","0.0","59","60","52",,"  110","  110","23.9","30.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-23","10.74",,"1.04",,"0.0","0.0","52","53","50",,"   10","  350","17.0","25.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-24","4.92",,"0.00",,"0.0","0.0","58","70","53",,"   40","  320","13.0","19.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-25","4.47",,"0.00",,"0.0","0.0","63","77","50",,"  190","  200","12.1","15.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-26","12.30",,"0.00",,"0.0","0.0","69","83","55",,"  170","  180","25.1","33.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-27","6.26",,"0.27",,"0.0","0.0","69","74","54",,"  200","  200","21.0","25.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-28","9.62",,"0.01",,"0.0","0.0","65","84","52",,"  180","  190","25.1","33.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-29","11.86",,"0.00",,"0.0","0.0","80","91","73",,"  190","  200","25.9","32.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-04-30","15.21",,"0.21",,"0.0","0.0","76","84","67",,"  190","  190","36.9","51.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-01","11.86",,"0.13",,"0.0","0.0","65","69","55",,"  200","  210","25.1","36.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-02","8.50",,"0.00",,"0.0","0.0","63","79","48",,"  280","  290","21.9","30.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-03","7.16",,"0.00",,"0.0","0.0","66","79","54",,"  210","  180","21.9","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-04","10.96",,"0.70",,"0.0","0.0","65","65","54",,"  140","  140","25.1","34.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-05","8.05",,"0.11",,"0.0","0.0","53","54","47",,"  320","  310","21.0","27.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-06","9.17",,"0.00",,"0.0","0.0","55","71","43",,"   10","  320","23.0","29.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-07","4.25",,"0.00",,"0.0","0.0","58","73","42",,"  360","  330","14.1","19.9","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-08","3.80",,"0.00",,"0.0","0.0","63","82","49",,"  280","  310","10.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-09","6.26",,"0.00",,"0.0","0.0","74","85","63",,"  290","  280","16.1","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-10","6.04",,"0.00",,"0.0","0.0","75","85","62",,"  210","  290","14.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-11","7.83",,"0.47",,"0.0","0.0","77","84","65",,"  360","   10","23.9","29.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-12","7.16",,"0.41",,"0.0","0.0","70","73","61",,"   10",,"13.0",,"    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-13","10.29",,"0.00",,"0.0","0.0","67","76","56",,"   10","   20","18.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-14","2.91",,"0.00",,"0.0","0.0","68","85","52",,"  200","  200","8.9","12.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-15","2.68",,"0.00",,"0.0","0.0","73","87","57",,"  190","  170","13.0","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-16","6.71",,"0.00",,"0.0","0.0","75","89","60",,"  190","  190","17.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-17","10.74",,"0.00",,"0.0","0.0","78","89","68",,"  190","  200","28.0","36.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-18","10.51",,"0.00",,"0.0","0.0","80","89","71",,"  190","  180","21.9","28.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-19","6.93",,"0.00",,"0.0","0.0","80","91","70",,"  180","  200","18.1","23.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-20","9.17",,"1.04",,"0.0","0.0","79","91","68",,"  280","  280","25.1","35.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-21","6.04",,"0.02",,"0.0","0.0","73","84","67",,"  200","  250","14.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-22","7.61",,"0.00",,"0.0","0.0","69","76","60",,"   50","   50","16.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-23","3.36",,"0.00",,"0.0","0.0","70","80","63",,"  320","  300","13.0","17.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-24","5.82",,"0.43",,"0.0","0.0","65","67","56",,"  280","  280","23.0","31.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-25","8.28",,"0.00",,"0.0","0.0","62","75","54",,"  270","  290","19.9","29.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-26","8.72",,"0.00",,"0.0","0.0","69","88","54",,"  200","  190","23.9","32.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-27","6.49",,"0.32",,"0.0","0.0","76","83","65",,"  310","  310","30.0","38.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-28","7.38",,"0.18",,"0.0","0.0","70","81","64",,"  180","  180","21.9","25.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-29","3.80",,"0.00",,"0.0","0.0","73","83","65",,"  180","  180","8.9","13.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-30","5.37",,"0.13",,"0.0","0.0","74","85","64",,"  250","  220","14.1","21.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-05-31","4.92",,"0.00",,"0.0","0.0","73","87","60",,"  300","  130","13.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-01","5.37",,"0.00",,"0.0","0.0","75","88","63",,"  170","  330","13.0","18.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-02","4.03",,"0.00",,"0.0","0.0","76","88","64",,"   60","   70","10.1","13.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-03","5.14",,"0.00",,"0.0","0.0","78","89","67",,"   60","   50","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-04","4.92",,"0.36",,"0.0","0.0","76","84","68",,"  190","  220","19.9","25.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-05","4.03",,"0.28",,"0.0","0.0","73","76","69",,"  240","  340","13.0","14.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-06","6.93",,"0.01",,"0.0","0.0","73","83","63",,"   30","   60","15.0","16.1","    1","    1","    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-07","10.51",,"0.00",,"0.0","0.0","70","80","58",,"   30","   40","23.0","32.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-08","5.82",,"0.00",,"0.0","0.0","67","77","56",,"   10","   10","14.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-09","2.46",,"0.00",,"0.0","0.0","68","82","53",,"   60","   40","12.1","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-10","4.92",,"0.00",,"0.0","0.0","73","87","59",,"  200","  200","18.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-11","6.49",,"0.00",,"0.0","0.0","78","91","64",,"  150","  140","15.0","19.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-12","5.82",,"0.00",,"0.0","0.0","81","92","72",,"  180","  190","15.0","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-13","4.92",,"0.01",,"0.0","0.0","82","93","71",,"  180","  180","14.1","18.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-14","4.03",,"0.00",,"0.0","0.0","82","94","71",,"  240","  270","12.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-15","5.59",,"0.93",,"0.0","0.0","78","88","68",,"  340","  340","23.0","30.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-16","4.03",,"0.00",,"0.0","0.0","75","88","69",,"  100","  100","12.1","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-17","5.82",,"0.00",,"0.0","0.0","80","91","68",,"  180","  190","17.0","23.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-18","5.82",,"1.30",,"0.0","0.0","78","90","70",,"  330","  330","21.9","30.0","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-19","4.92",,"0.00",,"0.0","0.0","76","87","65",,"  330","  320","14.1","21.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-20","3.58",,"0.00",,"0.0","0.0","76","90","63",,"  170","  300","8.9","14.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-21","5.82",,"0.00",,"0.0","0.0","77","88","64",,"  190","  180","16.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-22","10.51",,"0.80",,"0.0","0.0","76","83","72",,"  170","  170","19.9","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-23","12.08",,"0.28",,"0.0","0.0","79","87","76",,"  180","  240","28.0","40.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-24","8.50",,"0.00",,"0.0","0.0","78","86","69",,"  320","  320","16.1","21.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-25","5.14",,"0.00",,"0.0","0.0","74","85","62",,"   20","   40","17.0","25.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-26","3.80",,"0.00",,"0.0","0.0","71","83","61",,"  360","  300","13.0","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-27","3.58",,"0.00",,"0.0","0.0","73","85","64",,"   80","   80","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-28","5.14",,"0.00",,"0.0","0.0","74","88","59",,"  150","  180","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-29","8.72",,"0.00",,"0.0","0.0","78","89","70",,"  170","  190","21.0","25.9",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-06-30","6.04",,"0.06",,"0.0","0.0","78","90","72",,"  150","  140","17.0","21.9","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-01","5.14",,"0.28",,"0.0","0.0","81","92","71",,"  360","  360","32.0","38.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-02","4.25",,"0.06",,"0.0","0.0","76","86","70",,"  190","  180","15.0","19.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-03","5.59",,"0.48",,"0.0","0.0","77","88","70",,"  320","  320","16.1","32.0","    1","    1","    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-04","5.82",,"0.01",,"0.0","0.0","76","87","70",,"  280","  260","15.0","23.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-05","4.70",,"1.13",,"0.0","0.0","77","82","71",,"  290","  290","25.1","36.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-06","7.38",,"0.53",,"0.0","0.0","78","91","70",,"  250","  250","14.1","21.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-07","4.25",,"0.00",,"0.0","0.0","79","90","72",,"  230","  230","12.1","17.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-08","5.14",,"0.00",,"0.0","0.0","81","91","69",,"  300","  290","16.1","23.0",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-09","3.58",,"0.00",,"0.0","0.0","79","91","65",,"   20","   10","13.0","16.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-10","4.70",,"0.00",,"0.0","0.0","81","93","68",,"  190","  190","12.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-11","4.92",,"0.00",,"0.0","0.0","81","95","68",,"  190","  190","13.0","16.1",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-12","5.37",,"0.00",,"0.0","0.0","83","94","72",,"  180","  170","15.0","18.1",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-13","5.37",,"0.00",,"0.0","0.0","84","93","75",,"  200","  190","13.0","17.0",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-14","4.25",,"0.06",,"0.0","0.0","82","91","76",,"  170","  280","17.0","21.9",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-15","4.03",,"1.55",,"0.0","0.0","78","86","71",,"  360","  360","19.9","21.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-16","5.14",,"0.00",,"0.0","0.0","81","91","71",,"   10","  320","14.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-17","3.58",,"0.00",,"0.0","0.0","81","92","67",,"  330","  290","12.1","19.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-18","2.68",,"0.00",,"0.0","0.0","81","94","69",,"  320","  310","10.1","16.1",,,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-19","3.80",,"0.02",,"0.0","0.0","83","96","74",,"   70","   60","23.9","31.1","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-20","2.91",,"0.00",,"0.0","0.0","84","97","73",,"  290","  280","13.0","19.0","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-21","2.01",,"0.00",,"0.0","0.0","85","98","74",,"  180","  270","8.9","12.1","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-22","5.14",,"0.00",,"0.0","0.0","87","98","76",,"  230","  250","12.1","15.0","    1",,,,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-23","6.26",,"0.00",,"0.0","0.0","87","96","73",,"  190","  270","14.1","19.0",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-24","3.58",,"0.00",,"0.0","0.0","81","94","70",,"  180","  180","10.1","13.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-25","3.80",,"0.00",,"0.0","0.0","85","96","76",,"  220","  220","13.0","18.1",,,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-26","3.80",,"0.00",,"0.0","0.0","85","96","75",,"  180","  190","14.1","17.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-27","5.37",,"0.00",,"0.0","0.0","85","92","77",,"  210","  220","14.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-28","6.71",,"0.11",,"0.0","0.0","81","88","75",,"   30","   30","19.9","23.9","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-29","10.07",,"0.00",,"0.0","0.0","78","84","69",,"   50","   50","23.0","25.9",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-30","7.16",,"0.00",,"0.0","0.0","76","88","63",,"   30","  360","16.1","23.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-07-31","3.36",,"0.00",,"0.0","0.0","77","91","64",,"  330","  310","12.1","21.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-08-01","2.01",,"0.00",,"0.0","0.0","78","87","68",,"   60","   70","12.1","15.0",,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-08-02","3.58",,"0.62",,"0.0","0.0","77","88","70",,"   90","  100","21.0","30.0","    1",,"    1",,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-08-03","4.92",,"0.00",,"0.0","0.0","78","90","69",,"  150","  160","14.1","16.1","    1",,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-08-04","6.71",,"0.68",,"0.0","0.0","76","85","65",,"  290","  300","17.0","25.9","    1",,"    1",,,,"    1",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","2017-08-05","3.80",,"0.00",,"0.0","0.0","71","83","58",,"   60","   80","14.1","19.0",,,,,,,,,
